Order ID,Order Date,Customer ID,Product ID,Units Sold,Total Sales
86565,29-Jul-15,E1016,53,10,£195.00
78630,31-May-15,E1026,5,50,"£3,125.00"
43796,12-Nov-18,E1051,51,12,£456.00
67859,29-Dec-17,E1032,65,4,£48.00
46720,30-Aug-17,E1054,49,12,£393.60
13960,07-Oct-18,E1018,76,25,£831.25
33792,02-Oct-16,E1070,48,25,£436.25
83535,17-Jun-18,E1038,35,30,£631.50
45782,26-Aug-18,E1035,37,20,"£1,060.00"
68573,04-Nov-15,E1053,63,12,£120.00
39111,20-Apr-18,E1058,45,8,£104.00
85477,26-Jan-18,E1017,50,16,£336.00
43731,23-Jan-18,E1030,56,30,£285.00
43532,15-Nov-15,E1066,55,20,£300.00
49245,04-Dec-17,E1032,76,10,£332.50
79210,21-Dec-17,E1085,30,10,£96.50
80201,17-Mar-17,E1085,46,56,£840.00
61222,01-Aug-16,E1005,53,80,"£1,560.00"
11705,30-Jun-15,E1033,37,70,"£3,710.00"
44340,19-Oct-17,E1016,76,35,"£1,163.75"
72380,02-May-18,E1085,68,10,£92.00
65461,07-Dec-17,E1031,69,30,"£3,713.70"
43322,18-Nov-18,E1058,45,35,£455.00
21668,23-Jul-16,E1068,50,28,£588.00
68291,12-Nov-15,E1088,63,55,£550.00
66902,20-Mar-18,E1037,57,54,"£2,462.40"
72989,29-Aug-17,E1034,10,24,£512.40
80038,16-Oct-17,E1005,6,20,£360.00
65864,05-Jul-15,E1075,18,50,"£1,900.00"
58538,02-May-17,E1078,45,20,£260.00
38799,22-Oct-18,E1004,52,12,£660.00
17070,06-Oct-15,E1041,1,12,£468.00
21866,07-Nov-18,E1006,14,30,£210.00
45092,25-Jan-17,E1024,51,5,£190.00
39511,08-Jan-15,E1087,54,24,£186.00
16989,02-Dec-17,E1041,55,5,£75.00
70236,19-Sep-15,E1068,49,5,£164.00
28459,16-Aug-18,E1037,18,7,£266.00
84159,13-Aug-16,E1064,65,15,£180.00
89565,27-Jun-16,E1018,38,36,"£1,152.00"
31420,13-Nov-17,E1009,53,18,£351.00
74128,13-Dec-16,E1008,60,35,£437.50
25670,08-Nov-18,E1033,28,13,£247.00
63836,07-Oct-17,E1035,44,25,£350.00
71576,29-Sep-15,E1005,60,5,£62.50
45405,03-Jun-15,E1089,25,18,£562.14
11701,21-Jul-16,E1033,63,20,£200.00
25186,04-Mar-17,E1001,77,20,£190.00
52283,04-Sep-15,E1086,34,15,£150.00
41352,06-Jun-17,E1050,64,30,£855.00
39641,31-Oct-18,E1007,26,6,£126.00
44319,22-Oct-15,E1015,77,40,£380.00
47440,24-Jun-16,E1037,63,42,£420.00
9799,24-Jul-15,E1080,66,70,"£1,260.00"
77769,11-Jan-16,E1079,74,12,£195.00
12054,05-Mar-17,E1015,8,50,£900.00
59819,09-Jun-16,E1035,48,80,"£1,396.00"
70416,18-Apr-18,E1007,17,15,£232.50
69024,02-Oct-16,E1050,18,30,"£1,140.00"
42938,15-Jun-16,E1023,57,10,£456.00
67708,07-Dec-17,E1030,23,15,£540.00
68869,04-Mar-15,E1062,49,42,"£1,377.60"
30539,29-Jan-17,E1081,9,20,£440.00
83385,31-Jan-15,E1014,21,20,£520.00
30217,30-Jun-16,E1011,6,6,£108.00
20621,17-Nov-15,E1063,10,8,£170.80
9665,11-Sep-18,E1011,67,20,£986.00
59068,05-Mar-15,E1078,15,16,£344.00
88820,16-Jun-16,E1007,26,18,£378.00
45315,09-Apr-18,E1051,75,6,£263.40
76678,29-Sep-17,E1025,52,20,"£1,100.00"
30077,10-Jul-15,E1069,28,30,£570.00
27928,18-Jan-16,E1003,30,14,£135.10
41382,05-Aug-15,E1018,68,60,£552.00
23805,22-Sep-15,E1070,32,14,£252.00
78604,28-Jun-17,E1011,65,32,£384.00
77453,11-Mar-16,E1033,7,50,£950.00
56295,06-Dec-15,E1007,45,9,£117.00
13884,19-Aug-15,E1062,45,15,£195.00
40073,16-May-17,E1021,14,20,£140.00
55305,23-Jun-17,E1063,12,20,"£5,270.00"
7279,09-May-16,E1034,51,15,£570.00
21047,07-Mar-17,E1034,24,28,£544.60
29851,21-Feb-16,E1046,50,8,£168.00
33367,15-Oct-16,E1053,65,10,£120.00
46164,10-Jan-15,E1047,39,20,£400.00
30548,22-Oct-18,E1038,37,10,£530.00
59878,15-Feb-16,E1045,3,15,£276.00
38537,01-Sep-17,E1053,60,15,£187.50
61253,28-Oct-16,E1063,41,6,£208.80
72870,06-Sep-17,E1046,62,15,"£1,215.00"
26397,05-Jul-17,E1062,46,12,£180.00
10416,23-Sep-18,E1033,70,20,£465.00
47966,19-Oct-16,E1064,35,15,£315.75
81973,24-Jul-18,E1055,25,40,"£1,249.20"
64568,21-Nov-17,E1066,20,20,£500.00
30022,25-Oct-18,E1001,23,30,"£1,080.00"
39307,01-Mar-15,E1001,41,16,£556.80
63671,25-May-16,E1054,66,15,£270.00
67763,11-Mar-18,E1014,30,24,£231.60
27212,25-Oct-16,E1004,62,40,"£3,240.00"
79297,23-May-18,E1071,53,45,£877.50
65100,12-Apr-15,E1011,38,60,"£1,920.00"
11324,10-Jun-17,E1071,61,18,£252.00
84074,26-Sep-18,E1026,5,50,"£3,125.00"
67543,11-Feb-16,E1087,11,32,£408.00
27138,17-Aug-17,E1007,19,7,£87.50
54681,17-Aug-18,E1040,27,70,"£2,170.00"
74491,03-Feb-18,E1039,11,42,£535.50
43222,21-Jun-17,E1088,50,25,£525.00
43693,21-May-18,E1035,37,10,£530.00
8151,10-Oct-17,E1001,39,10,£200.00
13128,09-Feb-16,E1041,6,70,"£1,260.00"
47844,13-Jun-16,E1048,37,28,"£1,484.00"
45372,26-Aug-15,E1071,62,8,£648.00
22669,21-Sep-15,E1031,5,40,"£2,500.00"
40993,29-Dec-18,E1047,3,21,£386.40
38646,11-Sep-16,E1012,68,60,£552.00
41973,30-Nov-17,E1007,28,10,£190.00
68413,23-Jul-18,E1083,2,18,£180.00
83255,22-Nov-18,E1073,53,30,£585.00
52884,22-May-18,E1086,57,120,"£5,472.00"
9924,11-Mar-15,E1066,37,60,"£3,180.00"
88910,18-Dec-16,E1061,55,35,£525.00
38137,12-Feb-15,E1011,18,14,£532.00
54836,24-Feb-17,E1019,53,30,£585.00
63009,10-Sep-18,E1010,37,30,"£1,590.00"
75464,16-Aug-15,E1049,3,35,£644.00
82138,15-Jun-16,E1040,14,21,£147.00
67788,26-Apr-18,E1059,65,18,£216.00
21884,17-Aug-18,E1012,74,70,"£1,137.50"
14446,12-Aug-18,E1066,16,60,£150.00
33008,31-Dec-17,E1055,29,20,£920.00
82729,04-Apr-17,E1071,37,60,"£3,180.00"
84576,19-Oct-17,E1050,64,65,"£1,852.50"
53331,18-Apr-18,E1069,2,21,£210.00
79309,06-Jan-16,E1088,10,70,"£1,494.50"
56524,14-Nov-17,E1061,30,40,£386.00
30806,27-Jan-15,E1040,42,30,£776.70
48215,06-Jan-17,E1064,60,30,£375.00
32227,10-Oct-17,E1068,22,50,£225.00
78776,26-Apr-16,E1052,11,5,£63.75
45371,25-Oct-16,E1075,17,30,£465.00
36618,26-Mar-15,E1050,2,10,£100.00
66020,21-Dec-17,E1015,51,2,£76.00
52673,05-Jul-18,E1035,30,42,£405.30
18324,22-Nov-16,E1033,32,15,£270.00
58092,23-May-18,E1060,35,15,£315.75
64036,26-Feb-15,E1028,32,30,£540.00
42917,14-Nov-15,E1070,24,10,£194.50
16298,09-Aug-17,E1017,22,6,£27.00
89252,22-Jan-15,E1057,12,35,"£9,222.50"
27618,09-Jun-15,E1003,4,12,£408.00
46847,15-Jul-16,E1076,54,12,£93.00
69229,05-Sep-15,E1052,29,16,£736.00
38689,19-Apr-17,E1077,27,49,"£1,519.00"
78369,09-Aug-15,E1081,52,40,"£2,200.00"
54372,06-Jul-18,E1053,38,25,£800.00
57129,25-Dec-16,E1042,13,9,£119.25
37701,17-Feb-15,E1064,68,20,£184.00
8488,16-Jun-17,E1051,25,40,"£1,249.20"
7815,21-Mar-15,E1084,43,24,£960.00
24121,26-Aug-15,E1005,32,14,£252.00
37516,22-Jul-18,E1086,22,50,£225.00
55660,23-Dec-16,E1064,23,18,£648.00
78177,02-Apr-15,E1061,8,2,£36.00
52338,12-Jun-17,E1020,25,20,£624.60
78573,03-Apr-16,E1049,28,10,£190.00
17719,24-Nov-15,E1027,28,20,£380.00
36692,22-May-16,E1024,1,20,£780.00
76204,16-Jan-18,E1005,15,36,£774.00
18568,15-Jun-15,E1052,4,35,"£1,190.00"
33536,01-Apr-18,E1034,11,50,£637.50
43401,07-Sep-18,E1009,9,2,£44.00
86204,31-Jul-15,E1012,7,16,£304.00
71596,02-Jun-17,E1031,46,60,£900.00
76493,19-Apr-16,E1089,51,15,£570.00
23746,28-Jan-18,E1066,69,55,"£6,808.45"
57161,08-May-18,E1036,50,60,"£1,260.00"
23684,28-May-17,E1049,72,20,£180.00
16143,28-Apr-16,E1009,32,20,£360.00
21609,26-Jan-17,E1064,36,8,£136.00
67668,05-Jan-15,E1072,25,2,£62.46
14008,08-Mar-15,E1080,52,20,"£1,100.00"
69328,29-Jun-15,E1028,9,15,£330.00
46468,25-Sep-17,E1085,76,10,£332.50
30028,14-Aug-17,E1016,18,30,"£1,140.00"
46260,19-Oct-18,E1045,61,4,£56.00
85085,13-Jun-17,E1088,26,2,£42.00
83194,18-Sep-17,E1001,6,14,£252.00
14930,08-Nov-16,E1031,58,20,£280.00
39455,06-Feb-18,E1039,59,49,"£2,151.10"
61450,18-Aug-15,E1055,45,60,£780.00
72154,24-Aug-16,E1059,52,30,"£1,650.00"
80124,08-Sep-15,E1065,71,10,£74.50
11243,01-Oct-18,E1027,12,20,"£5,270.00"
56535,08-Jul-18,E1054,64,5,£142.50
39054,06-Jul-15,E1089,46,7,£105.00
5995,13-Jul-15,E1002,65,35,£420.00
7696,18-Jan-17,E1060,15,20,£430.00
6110,16-Nov-16,E1023,73,40,"£1,200.00"
71208,26-Dec-17,E1085,15,35,£752.50
74293,07-Apr-15,E1058,41,50,"£1,740.00"
47146,03-May-15,E1021,18,70,"£2,660.00"
68340,31-Dec-17,E1055,41,45,"£1,566.00"
5566,05-May-16,E1027,25,30,£936.90
80816,02-Apr-18,E1054,59,50,"£2,195.00"
15905,06-May-17,E1071,53,50,£975.00
7994,25-Apr-17,E1055,59,30,"£1,317.00"
5500,01-Feb-16,E1006,57,10,£456.00
39137,22-Oct-16,E1050,23,40,"£1,440.00"
15648,01-Feb-17,E1038,54,28,£217.00
13332,13-Jun-15,E1073,31,6,£36.00
47512,21-Jun-16,E1067,39,18,£360.00
42071,13-Jun-16,E1068,69,10,"£1,237.90"
86289,28-Jul-16,E1075,75,12,£526.80
41356,07-Feb-18,E1046,20,10,£250.00
84763,22-Jan-15,E1043,39,30,£600.00
51427,27-Aug-15,E1048,41,5,£174.00
61232,09-Jul-15,E1063,66,24,£432.00
6345,15-Oct-16,E1025,17,40,£620.00
15445,28-Mar-18,E1018,32,15,£270.00
52685,16-Sep-15,E1055,45,15,£195.00
50737,25-Oct-18,E1012,6,20,£360.00
80357,07-Jul-17,E1015,74,15,£243.75
87370,14-Nov-15,E1083,62,15,"£1,215.00"
37721,08-Oct-15,E1048,70,30,£697.50
87964,08-Nov-18,E1027,69,6,£742.74
23279,10-Feb-18,E1040,39,16,£320.00
86576,08-Feb-15,E1056,74,90,"£1,462.50"
62736,04-Mar-18,E1032,76,45,"£1,496.25"
24693,19-Feb-18,E1029,44,49,£686.00
51979,04-Sep-16,E1062,39,24,£480.00
40501,26-Aug-17,E1046,24,50,£972.50
85326,13-Dec-15,E1034,45,60,£780.00
71747,07-Feb-18,E1036,38,30,£960.00
54338,20-Mar-17,E1025,30,80,£772.00
49111,15-May-16,E1079,58,12,£168.00
40149,22-Nov-15,E1078,72,6,£54.00
74637,25-Dec-18,E1021,43,8,£320.00
26971,06-Oct-18,E1034,50,10,£210.00
21984,30-Nov-17,E1063,50,30,£630.00
19761,19-Aug-15,E1038,38,15,£480.00
56349,06-Nov-17,E1065,76,15,£498.75
21871,19-Feb-17,E1035,33,6,£84.00
27255,27-Mar-16,E1081,10,20,£427.00
89324,13-Nov-15,E1078,31,12,£72.00
30085,03-Aug-16,E1017,19,15,£187.50
49566,14-Aug-18,E1076,17,3,£46.50
23314,18-Mar-16,E1068,53,2,£39.00
57631,19-Oct-16,E1070,59,40,"£1,756.00"
59759,21-Oct-18,E1007,31,35,£210.00
21118,27-Nov-17,E1025,41,6,£208.80
89938,03-Apr-18,E1019,20,20,£500.00
47078,06-Mar-15,E1050,38,20,£640.00
25461,06-Apr-15,E1087,73,14,£420.00
32127,16-Dec-15,E1037,69,35,"£4,332.65"
35734,26-Aug-15,E1011,34,20,£200.00
78314,05-Jan-15,E1019,29,6,£276.00
52406,02-Mar-15,E1081,43,120,"£4,800.00"
43538,03-Feb-18,E1076,31,35,£210.00
74420,04-Sep-15,E1063,53,28,£546.00
18594,25-Feb-15,E1070,1,55,"£2,145.00"
61535,14-Aug-15,E1045,31,15,£90.00
48913,23-May-18,E1077,25,100,"£3,123.00"
89455,13-Jun-18,E1043,35,25,£526.25
60810,16-Jun-18,E1001,46,15,£225.00
8182,05-Mar-15,E1042,59,20,£878.00
67283,20-Dec-16,E1049,3,20,£368.00
11999,25-Aug-16,E1037,27,10,£310.00
42126,18-Jun-15,E1014,77,30,£285.00
26454,26-Nov-16,E1017,52,20,"£1,100.00"
62113,16-Jan-17,E1006,71,25,£186.25
88366,15-Apr-17,E1016,6,50,£900.00
78983,01-Oct-18,E1080,9,21,£462.00
74625,07-Mar-17,E1029,64,40,"£1,140.00"
32661,24-Jan-16,E1043,36,36,£612.00
66538,19-Oct-18,E1030,62,15,"£1,215.00"
84458,30-Jul-15,E1021,2,20,£200.00
74609,31-Mar-16,E1012,28,30,£570.00
54690,17-Jul-17,E1054,44,50,£700.00
61734,16-Jan-17,E1054,35,30,£631.50
21629,15-Feb-15,E1083,59,16,£702.40
33691,19-Jan-17,E1085,48,20,£349.00
27532,12-May-17,E1026,13,40,£530.00
44676,04-Aug-18,E1020,76,21,£698.25
